slug,latin_name,common_name,category,family,genus,observations_count
lamium-purpureum,Lamium purpureum,Red Dead-nettle,plant,Lamiaceae,Lamium,1
laridae-indet,Laridae indet.,Gull or Tern unknown,bird,Laridae,,1
lauritrioza-alacris,Lauritrioza alacris,Bay Sucker,insect,Triozidae,Lauritrioza,1
