slug,latin_name,common_name,category,family,genus,observations_count
muscicapa-striata,Muscicapa striata,Spotted Flycatcher,bird,Muscicapidae,Muscicapa,1
mustelidae-indet,Mustelidae indet.,Mustelid unknown,mammal,Mustelidae,,1
myiopsitta-monachus,Myiopsitta monachus,Monk Parakeet,bird,Psittacidae,Myiopsitta,1
myocastor-coypus,Myocastor coypus,Coypu,mammal,Myocastoridae,Myocastor,1
myosotis-sylvatica,Myosotis sylvatica,Wood Forget-me-not,plant,Boraginaceae,Myosotis,1
