slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
philereme-vetulata,Philereme vetulata,483306,https://static.inaturalist.org/photos/56606477/medium.jpg,,"(c) Raniero Panfili, all rights reserved",ok,
philosepedon-spec,Philosepedon spec.,247847,https://inaturalist-open-data.s3.amazonaws.com/photos/184450924/medium.jpeg,cc-by-nc,"(c) Sokolov Yuriy Ivanovich, some rights reserved (CC BY-NC)",ok,
phragmatobia-fuliginosa,Phragmatobia fuliginosa,143114,https://inaturalist-open-data.s3.amazonaws.com/photos/224277552/medium.jpg,cc-by-nc,"(c) Michał Brzeziński, some rights reserved (CC BY-NC)",ok,
phycitodes-spec,Phycitodes spec.,178469,https://inaturalist-open-data.s3.amazonaws.com/photos/310999049/medium.jpg,cc-by-nc,"(c) Thijs Valkenburg, some rights reserved (CC BY-NC)",ok,
phymatocera-aterrima,Phymatocera aterrima,61939,https://inaturalist-open-data.s3.amazonaws.com/photos/176607913/medium.jpeg,cc-by-nc,"(c) Marie Lou Legrand, some rights reserved (CC BY-NC)",ok,
physcia-adscendens,Physcia adscendens,124439,https://inaturalist-open-data.s3.amazonaws.com/photos/501180686/medium.jpg,cc-by-nc,"(c) Hans Ritter, some rights reserved (CC BY-NC)",ok,
physconia-grisea,Physconia grisea,404864,https://inaturalist-open-data.s3.amazonaws.com/photos/85368774/medium.jpg,cc-by-sa,"(c) Nova Patch, some rights reserved (CC BY-SA)",ok,
physocephala-rufipes,Physocephala rufipes,61898,https://inaturalist-open-data.s3.amazonaws.com/photos/21497432/medium.jpg,cc-by-nc,"(c) Raoul Gerend, some rights reserved (CC BY-NC)",ok,
phytocoris-ulmi,Phytocoris ulmi,497153,https://inaturalist-open-data.s3.amazonaws.com/photos/171756766/medium.jpeg,cc-by-nc,"(c) ingridaltmann, some rights reserved (CC BY-NC)",ok,
phytomyza-senecionis,Phytomyza senecionis,943557,https://inaturalist-open-data.s3.amazonaws.com/photos/164775514/medium.jpeg,cc-by,"(c) Patrick Hacker, some rights reserved (CC BY)",ok,
plagiognathus-arbustorum,Plagiognathus arbustorum,204590,https://inaturalist-open-data.s3.amazonaws.com/photos/8487635/medium.jpg,cc-by,"(c) portioid, some rights reserved (CC BY)",ok,
plagiognathus-chrysanthemi,Plagiognathus chrysanthemi,349332,https://inaturalist-open-data.s3.amazonaws.com/photos/8510103/medium.jpg,cc-by-sa,"(c) Ryan Hodnett, some rights reserved (CC BY-SA)",ok,
platypalpus-spec,Platypalpus spec.,248285,https://inaturalist-open-data.s3.amazonaws.com/photos/5844548/medium.jpg,cc-by,"(c) Katja Schulz, some rights reserved (CC BY)",ok,
poa-compressa,Poa compressa,78636,https://inaturalist-open-data.s3.amazonaws.com/photos/30487560/medium.jpg,cc-by-nc,"(c) mobbini, some rights reserved (CC BY-NC)",ok,
poa-trivialis,Poa trivialis,78657,https://inaturalist-open-data.s3.amazonaws.com/photos/380159189/medium.jpeg,cc-by-nc,"(c) gbiodiversity, some rights reserved (CC BY-NC)",ok,
polyporus-squamosus,Polyporus squamosus,940028,https://inaturalist-open-data.s3.amazonaws.com/photos/11463375/medium.jpeg,cc-by-nc-sa,"(c) Sarah DeLong-Duhon, some rights reserved (CC BY-NC-SA)",ok,
pompilidae-indet,Pompilidae indet.,54028,https://inaturalist-open-data.s3.amazonaws.com/photos/131559281/medium.jpg,cc-by-nc-nd,"(c) Glenn Costello, some rights reserved (CC BY-NC-ND)",ok,
pontania-proxima,Pontania proxima,935778,https://inaturalist-open-data.s3.amazonaws.com/photos/360505686/medium.jpeg,cc-by-nc,"(c) Andrey Ponomarev, some rights reserved (CC BY-NC)",ok,
potentilla-argentea,Potentilla argentea,124552,https://inaturalist-open-data.s3.amazonaws.com/photos/176699670/medium.jpg,cc-by-nc,"(c) mobbini, some rights reserved (CC BY-NC)",ok,
protoparmeliopsis-muralis,Protoparmeliopsis muralis,632126,https://inaturalist-open-data.s3.amazonaws.com/photos/20724471/medium.jpg,cc-by-sa,"(c) Björn Sothmann, some rights reserved (CC BY-SA)",ok,
pseudovadonia-livida,Pseudovadonia livida,324354,https://inaturalist-open-data.s3.amazonaws.com/photos/8482981/medium.jpeg,cc-by-nc,"(c) Jakob Fahr, some rights reserved (CC BY-NC)",ok,
punctelia-borreri,Punctelia borreri,229442,https://inaturalist-open-data.s3.amazonaws.com/photos/263510452/medium.jpeg,cc-by-nc,"(c) Frederik V. Holsbeeck, some rights reserved (CC BY-NC)",ok,
pyrrhalta-viburni,Pyrrhalta viburni,121329,https://inaturalist-open-data.s3.amazonaws.com/photos/435755750/medium.jpg,cc-by-nc,"(c) jim, some rights reserved (CC BY-NC)",ok,
pyrrhosoma-nymphula,Pyrrhosoma nymphula,61152,https://inaturalist-open-data.s3.amazonaws.com/photos/128448193/medium.jpeg,cc-by-nc,"(c) rguinness, some rights reserved (CC BY-NC)",ok,
rhogogaster-spec,Rhogogaster spec.,62329,https://inaturalist-open-data.s3.amazonaws.com/photos/25574245/medium.jpg,cc-by-nc-nd,"(c) Janne Asp, some rights reserved (CC BY-NC-ND)",ok,
