slug,latin_name,common_name,category,family,genus,observations_count
aeshnidae-indet,Aeshnidae indet.,Darners,insect,Aeshnidae,,1
agaricus-bitorquis,Agaricus bitorquis,Pavement Mushroom,fungus,Agaricaceae,Agaricus,1
agaricus-spec,Agaricus spec.,field and button mushrooms,fungus,Agaricaceae,Agaricus,1
agonopterix-heracliana-ciliella,Agonopterix heracliana / ciliella,common flat-body,insect,Depressariidae,Agonopterix,1
agonopterix-propinquella,Agonopterix propinquella,black-spot flat-body,insect,Depressariidae,Agonopterix,1
agrilus-spec,Agrilus spec.,Jewel beetles,other,,,1
agrimonia-spec,Agrimonia spec.,Agrimony unknown,plant,Rosaceae,Agrimonia,1
agriotes-lineatus,Agriotes lineatus,Lined click beetle,insect,Elateridae,Agriotes,1
agriphila-geniculea,Agriphila geniculea,Elbow-striped Grass-veneer,insect,Crambidae,Agriphila,1
agriphila-inquinatella,Agriphila inquinatella,Barred Grass-veneer,insect,Crambidae,Agriphila,1
agrochola-lunosa,Agrochola lunosa,Lunar Underwing,insect,Noctuidae,Agrochola,1
agrocybe-dura,Agrocybe dura,Bearded Fieldcap,fungus,Strophariaceae,Agrocybe,1
agromyza-flaviceps,Agromyza flaviceps,,insect,Agromyzidae,Agromyza,1
aira-caryophyllea,Aira caryophyllea,Silver Hair-grass,plant,Poaceae,Aira,1
alauda-arvensis,Alauda arvensis,Eurasian Skylark,bird,Alaudidae,Alauda,1
aleiodes-spec,Aleiodes spec.,Common Mummy Wasps,insect,Braconidae,Aleiodes,1
alkekengi-officinarum,Alkekengi officinarum,Cape Gooseberry,plant,Solanaceae,Alkekengi,1
allium-spec,Allium spec.,Onion unknown,plant,Amaryllidaceae,Allium,1
althaea-officinalis,Althaea officinalis,Marsh-mallow,plant,Malvaceae,Althaea,1
amara-apricaria,Amara apricaria,Dusky Sun Beetle,insect,Carabidae,Amara,1
amara-aulica,Amara aulica,Magnificent Sun Beetle,insect,Carabidae,Amara,1
amara-spec,Amara spec.,Red amaranth,other,,,1
amblyptilia-acanthadactyla,Amblyptilia acanthadactyla,Plume Moth,insect,Pterophoridae,Amblyptilia,1
amphipyra-pyramidea,Amphipyra pyramidea,Copper Underwing,insect,Noctuidae,Amphipyra,1
anania-crocealis,Anania crocealis,Ochreous Pearl,insect,Crambidae,Anania,1
