slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
rilaena-triangularis,Rilaena triangularis,488349,https://inaturalist-open-data.s3.amazonaws.com/photos/71306532/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA)",ok,
rorippa-palustris,Rorippa palustris,64162,https://inaturalist-open-data.s3.amazonaws.com/photos/269274/medium.jpg,cc-by-nc-nd,"(c) eyeweed, some rights reserved (CC BY-NC-ND)",ok,
rubus-idaeus,Rubus idaeus,54436,https://inaturalist-open-data.s3.amazonaws.com/photos/358785151/medium.jpg,cc-by-sa,"(c) Ole Husby, some rights reserved (CC BY-SA)",ok,
rumex-spec,Rumex spec.,53196,https://inaturalist-open-data.s3.amazonaws.com/photos/14989/medium.jpg,cc-by-nc-nd,"(c) Les, some rights reserved (CC BY-NC-ND)",ok,
salix-spec,Salix spec.,53453,https://inaturalist-open-data.s3.amazonaws.com/photos/11846/medium.jpg,cc-by-nc-sa,"(c) Amadej Trnkoczy, some rights reserved (CC BY-NC-SA)",ok,
sanguisorba-officinalis,Sanguisorba officinalis,64549,https://inaturalist-open-data.s3.amazonaws.com/photos/56280251/medium.jpg,cc-by-nc,"(c) Vladimir Bryukhov, some rights reserved (CC BY-NC)",ok,
scaeva-pyrastri,Scaeva pyrastri,52160,https://inaturalist-open-data.s3.amazonaws.com/photos/140347770/medium.jpeg,cc-by,"(c) Petr Kouba, some rights reserved (CC BY)",ok,
scaeva-selenitica,Scaeva selenitica,349217,https://inaturalist-open-data.s3.amazonaws.com/photos/769731/medium.jpg,cc-by,"(c) S. Rae, some rights reserved (CC BY)",ok,
schedonorus-giganteus,Schedonorus giganteus,907971,https://inaturalist-open-data.s3.amazonaws.com/photos/85447140/medium.jpeg,cc-by,"(c) Patrick Hacker, some rights reserved (CC BY)",ok,
scoparia-basistrigalis,Scoparia basistrigalis,467933,https://inaturalist-open-data.s3.amazonaws.com/photos/2069439/medium.jpg,cc-by,"(c) Donald Hobern, some rights reserved (CC BY)",ok,
scorzoneroides-autumnalis,Scorzoneroides autumnalis,204167,https://inaturalist-open-data.s3.amazonaws.com/photos/54354989/medium.jpg,cc-by,"(c) Георгий Виноградов (Georgy Vinogradov), some rights reserved (CC BY)",ok,
sedum-rupestre,Sedum rupestre,734805,https://inaturalist-open-data.s3.amazonaws.com/photos/148595193/medium.jpg,cc-by-nc,"(c) danmao, some rights reserved (CC BY-NC)",ok,
sedum-sexangulare,Sedum sexangulare,168750,https://inaturalist-open-data.s3.amazonaws.com/photos/87463091/medium.jpg,cc-by,"(c) Benjamin Zwittnig, some rights reserved (CC BY)",ok,
segestria-bavarica,Segestria bavarica,501601,https://inaturalist-open-data.s3.amazonaws.com/photos/98384065/medium.jpg,cc-by-nc,"(c) Марина Горбунова-Ëлкина, some rights reserved (CC BY-NC)",ok,
setaria-viridis,Setaria viridis,79070,https://inaturalist-open-data.s3.amazonaws.com/photos/453056490/medium.jpeg,cc-by-nc,"(c) eugenezakharov, some rights reserved (CC BY-NC)",ok,
sideridis-turbida,Sideridis turbida,875908,https://inaturalist-open-data.s3.amazonaws.com/photos/293040519/medium.jpg,cc-by-nc,"(c) Michał Brzeziński, some rights reserved (CC BY-NC)",ok,
sisyra-nigra,Sisyra nigra,363245,https://inaturalist-open-data.s3.amazonaws.com/photos/36018514/medium.jpeg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA)",ok,
smyrnium-perfoliatum,Smyrnium perfoliatum,319280,https://inaturalist-open-data.s3.amazonaws.com/photos/362087785/medium.jpeg,cc-by-nc,"(c) jmneiva, some rights reserved (CC BY-NC)",ok,
sorbus-aucuparia,Sorbus aucuparia,56063,https://inaturalist-open-data.s3.amazonaws.com/photos/10450/medium.jpg,cc-by,"(c) Hans Kylberg, some rights reserved (CC BY)",ok,
sphaeroderma-testaceum,Sphaeroderma testaceum,418167,https://inaturalist-open-data.s3.amazonaws.com/photos/199468015/medium.jpeg,cc-by-nc,"(c) alkavouri, some rights reserved (CC BY-NC)",ok,alt1
stenodema-laevigata,Stenodema laevigata,469906,https://inaturalist-open-data.s3.amazonaws.com/photos/72218308/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA)",ok,
stenopelmus-rufinasus,Stenopelmus rufinasus,269435,https://inaturalist-open-data.s3.amazonaws.com/photos/280534582/medium.jpg,cc-by,"(c) Justin Williams, some rights reserved (CC BY)",ok,
stenotus-binotatus,Stenotus binotatus,321690,https://inaturalist-open-data.s3.amazonaws.com/photos/1508166/medium.jpg,cc-by,"(c) Steve Kerr, some rights reserved (CC BY)",ok,
sylvicola-spec,Sylvicola spec.,337392,https://inaturalist-open-data.s3.amazonaws.com/photos/563477709/medium.jpg,cc-by-nc,"(c) Craig Loechel, some rights reserved (CC BY-NC)",ok,alt1
symmorphus-spec,Symmorphus spec.,203483,https://inaturalist-open-data.s3.amazonaws.com/photos/88805900/medium.jpeg,cc-by,"(c) Matt Muir, some rights reserved (CC BY)",ok,alt1
