slug,latin_name,common_name,category,family,genus,observations_count
agromyza-reptans-pseudoreptans,Agromyza reptans/pseudoreptans,Agromyza leaf miner flies,insect,Agromyzidae,Agromyza,2
agrypnus-murinus,Agrypnus murinus,Mottled Dingy-brown Click Beetle,insect,Elateridae,Agrypnus,2
ailanthus-altissima,Ailanthus altissima,Tree-of-Heaven,plant,Simaroubaceae,Ailanthus,2
amaurobius-spec,Amaurobius spec.,Lace web spiders,arachnid,Amaurobiidae,Amaurobius,2
amauromyza-verbasci,Amauromyza verbasci,mullein leaf miner,insect,Agromyzidae,Amauromyza,2
anania-coronata,Anania coronata,Spotted Magpie,insect,Crambidae,Anania,2
ancistrocerus-trifasciatus,Ancistrocerus trifasciatus,Three-banded Mason Wasp,insect,Vespidae,Ancistrocerus,2
andrena-minutula-gr,Andrena minutula-gr.,Andrena minutula-group,insect,Andrenidae,Andrena,2
anelosimus-vittatus,Anelosimus vittatus,Banded Comb-Footed Spider,arachnid,Theridiidae,Anelosimus,2
anomaloninae-indet,Anomaloninae indet.,Anomaloninae parasitoid wasps,other,,,2
anomoia-purmunda,Anomoia purmunda,Spectacled Berry Fly,insect,Tephritidae,Anomoia,2
anthophila-fabriciana,Anthophila fabriciana,Nettle-tap,insect,Choreutidae,Anthophila,2
anyphaena-accentuata,Anyphaena accentuata,Buzzing Spider,arachnid,Anyphaenidae,Anyphaena,2
apium-graveolens,Apium graveolens,Wild Celery,plant,Apiaceae,Apium,2
araschnia-levana,Araschnia levana,Map,insect,Nymphalidae,Araschnia,2
archarius-crux,Archarius crux,hazel weevil,insect,Curculionidae,Archarius,2
argyresthia-pygmaeella,Argyresthia pygmaeella,Sallow Argent,insect,Argyresthiidae,Argyresthia,2
arianta-arbustorum,Arianta arbustorum,Copse Snail,mollusc,Helicidae,Arianta,2
aristolochia-clematitis,Aristolochia clematitis,Birthwort,plant,Aristolochiaceae,Aristolochia,2
arrhenatherum-elatius,Arrhenatherum elatius,False Oat-grass,plant,Poaceae,Arrhenatherum,2
arum-italicum,Arum italicum,Italian Lords-and-Ladies,plant,Araceae,Arum,2
ascobolus-brantophilus,Ascobolus brantophilus,goose dung cup fungus,fungus,Ascobolaceae,Ascobolus,2
asplenium-ruta-muraria,Asplenium ruta-muraria,Wall-rue,plant,Aspleniaceae,Asplenium,2
aythya-ferina,Aythya ferina,Common Pochard,bird,Anatidae,Aythya,2
beris-vallata,Beris vallata,Common Orange Legionnaire,insect,Stratiomyidae,Beris,2
