slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
meligramma-triangulifera,Meligramma triangulifera,1000301,https://inaturalist-open-data.s3.amazonaws.com/photos/128621757/medium.jpg,cc-by-nc,"(c) Joshua Clarke, some rights reserved (CC BY-NC)",ok,
melilotus-officinalis,Melilotus officinalis,57066,https://inaturalist-open-data.s3.amazonaws.com/photos/79309141/medium.jpg,cc-by-nc,"(c) Sergey Mayorov, some rights reserved (CC BY-NC)",ok,
melissa-officinalis,Melissa officinalis,59901,https://inaturalist-open-data.s3.amazonaws.com/photos/612537976/medium.jpg,pd,"Cbaile19, no known copyright restrictions (public domain)",ok,
melolontha-melolontha,Melolontha melolontha,48197,https://inaturalist-open-data.s3.amazonaws.com/photos/688454240/medium.jpg,cc-by-nc,"(c) June Billings, some rights reserved (CC BY-NC)",ok,
mentha-x-rotundifolia-m-longifolia-x-m-suaveolens,"Mentha x rotundifolia (M. longifolia x M. suaveolens)",181920,https://inaturalist-open-data.s3.amazonaws.com/photos/577407/medium.jpg,cc-by-sa,"(c) some rights reserved (CC BY-SA)",ok,
meromyza-spec,Meromyza spec.,337021,https://inaturalist-open-data.s3.amazonaws.com/photos/35689530/medium.jpg,cc-by-nc,"(c) K Schneider, some rights reserved (CC BY-NC)",ok,
mespilus-germanica,Mespilus germanica,1367002,https://inaturalist-open-data.s3.amazonaws.com/photos/94193530/medium.jpg,cc-by-nc,"(c) typhzanou2001, some rights reserved (CC BY-NC)",ok,
metalampra-italica,Metalampra italica,481952,https://inaturalist-open-data.s3.amazonaws.com/photos/2695343/medium.jpg,cc-by,"(c) Drepanostoma, some rights reserved (CC BY)",ok,
metasequoia-glyptostroboides,Metasequoia glyptostroboides,69150,https://inaturalist-open-data.s3.amazonaws.com/photos/285729025/medium.jpeg,cc-by,"(c) W Rao, some rights reserved (CC BY)",ok,
microchrysa-polita,Microchrysa polita,70119,https://inaturalist-open-data.s3.amazonaws.com/photos/144678316/medium.jpeg,cc-by-nc,"(c) molanic, some rights reserved (CC BY-NC)",ok,
microgastrinae-indet,Microgastrinae indet.,244423,https://inaturalist-open-data.s3.amazonaws.com/photos/115050976/medium.jpg,cc-by,"(c) Alandmanson, some rights reserved (CC BY)",ok,
micropeza-corrigiolata,Micropeza corrigiolata,486982,https://inaturalist-open-data.s3.amazonaws.com/photos/58922971/medium.jpg,cc-by-nc,"(c) Vladimir Bryukhov, some rights reserved (CC BY-NC)",ok,
mikiola-fagi,Mikiola fagi,244644,https://inaturalist-open-data.s3.amazonaws.com/photos/299178/medium.jpg,cc-by-nc-nd,"(c) CameliaTWU, some rights reserved (CC BY-NC-ND)",ok,
mintho-rufiventris,Mintho rufiventris,326630,https://inaturalist-open-data.s3.amazonaws.com/photos/137038639/medium.jpg,cc-by-sa,"(c) Emanuele Santarelli, some rights reserved (CC BY-SA)",ok,
miscanthus-spec,Miscanthus spec.,125625,https://inaturalist-open-data.s3.amazonaws.com/photos/56219365/medium.jpeg,cc0,"no rights reserved, uploaded by 葉子",ok,
misopates-orontium,Misopates orontium,59270,https://inaturalist-open-data.s3.amazonaws.com/photos/178761506/medium.jpeg,cc-by-nc,"(c) Solly Modimola, some rights reserved (CC BY-NC)",ok,
mnemiopsis-leidyi,Mnemiopsis leidyi,180788,https://inaturalist-open-data.s3.amazonaws.com/photos/9566101/medium.jpg,cc-by-nc-sa,"(c) Vidar@aqua-photos, some rights reserved (CC BY-NC-SA)",ok,
mordellistena-spec,Mordellistena spec.,176924,https://inaturalist-open-data.s3.amazonaws.com/photos/348997/medium.jpg,cc-by-nc,"(c) Larry Clarfeld, some rights reserved (CC BY-NC)",ok,
morus-alba,Morus alba,56090,https://inaturalist-open-data.s3.amazonaws.com/photos/56582166/medium.jpeg,cc0,"no rights reserved, uploaded by 葉子",ok,
musca-autumnalis,Musca autumnalis,318496,https://inaturalist-open-data.s3.amazonaws.com/photos/207533649/medium.jpeg,cc-by-nc,"(c) Tom Murray, some rights reserved (CC BY-NC)",ok,
