slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
aeshnidae-indet,Aeshnidae indet.,51469,https://inaturalist-open-data.s3.amazonaws.com/photos/53932593/medium.jpeg,CC BY-NC,"(c) Phil Chaon, some rights reserved (CC BY-NC), uploaded by Phil Chaon",ok,
agaricus-bitorquis,Agaricus bitorquis,58696,https://inaturalist-open-data.s3.amazonaws.com/photos/239577503/medium.jpg,CC BY-NC,"(c) laurendillen, some rights reserved (CC BY-NC)",ok,
agaricus-spec,Agaricus spec.,49548,https://inaturalist-open-data.s3.amazonaws.com/photos/7029/medium.jpg,CC BY,"(c) Jason Hollinger, some rights reserved (CC BY)",ok,
agonopterix-heracliana-ciliella,"Agonopterix heracliana / ciliella",325297,https://inaturalist-open-data.s3.amazonaws.com/photos/3353598/medium.jpg,CC BY,"(c) Donald Hobern, some rights reserved (CC BY)",ok,
agonopterix-propinquella,Agonopterix propinquella,544650,https://inaturalist-open-data.s3.amazonaws.com/photos/28796870/medium.jpg,CC BY-NC,"(c) Andrey Ponomarev, some rights reserved (CC BY-NC)",ok,
agrilus-spec,Agrilus spec.,70058,https://inaturalist-open-data.s3.amazonaws.com/photos/3067029/medium.jpg,CC BY-NC,"(c) Macroscopic Solutions, some rights reserved (CC BY-NC)",ok,
agrimonia-spec,Agrimonia spec.,55896,https://inaturalist-open-data.s3.amazonaws.com/photos/9925/medium.jpg,CC BY-NC-ND,"(c) Steve Chilton, some rights reserved (CC BY-NC-ND)",ok,
agriotes-lineatus,Agriotes lineatus,456217,https://inaturalist-open-data.s3.amazonaws.com/photos/274542875/medium.jpg,CC BY-NC,"(c) David Gil, some rights reserved (CC BY-NC)",ok,
agriphila-geniculea,Agriphila geniculea,334337,https://inaturalist-open-data.s3.amazonaws.com/photos/538758/medium.jpg,CC BY-NC-SA,"(c) Marcello Consolo, some rights reserved (CC BY-NC-SA)",ok,
agriphila-inquinatella,Agriphila inquinatella,363626,https://inaturalist-open-data.s3.amazonaws.com/photos/2621416/medium.jpg,PD,"František ŠARŽÍK, no known copyright restrictions (public domain)",ok,
agrochola-lunosa,Agrochola lunosa,461786,https://inaturalist-open-data.s3.amazonaws.com/photos/53110785/medium.jpeg,CC BY-NC,"(c) simondenis142857, some rights reserved (CC BY-NC)",ok,
agrocybe-dura,Agrocybe dura,354697,https://inaturalist-open-data.s3.amazonaws.com/photos/238036801/medium.jpg,CC BY-NC-ND,"(c) Mike Potts, some rights reserved (CC BY-NC-ND)",ok,
agromyza-flaviceps,Agromyza flaviceps,551852,https://inaturalist-open-data.s3.amazonaws.com/photos/24912352/medium.jpg,CC BY,"(c) Paul Cook, some rights reserved (CC BY)",ok,leaf mine photo
aira-caryophyllea,Aira caryophyllea,52694,https://inaturalist-open-data.s3.amazonaws.com/photos/12075346/medium.jpg,CC BY-NC,"(c) Mike Lusk, some rights reserved (CC BY-NC)",ok,
alauda-arvensis,Alauda arvensis,7347,https://inaturalist-open-data.s3.amazonaws.com/photos/7408707/medium.jpeg,CC BY,"(c) Ani Sarkisyan, some rights reserved (CC BY)",ok,
aleiodes-spec,Aleiodes spec.,250685,https://inaturalist-open-data.s3.amazonaws.com/photos/243230284/medium.jpg,CC BY-NC,"(c) Илья Оголь, some rights reserved (CC BY-NC)",ok,
alkekengi-officinarum,Alkekengi officinarum,575102,https://inaturalist-open-data.s3.amazonaws.com/photos/31467487/medium.jpg,CC BY-SA,"(c) Gordon Johnston, some rights reserved (CC BY-SA)",ok,
allium-spec,Allium spec.,47357,https://inaturalist-open-data.s3.amazonaws.com/photos/13632/medium.jpg,CC BY-NC-ND,"(c) James Gaither, some rights reserved (CC BY-NC-ND)",ok,
althaea-officinalis,Althaea officinalis,52565,https://inaturalist-open-data.s3.amazonaws.com/photos/217337777/medium.jpeg,CC BY-NC,"(c) Maxim Sharapov, some rights reserved (CC BY-NC)",ok,
amara-apricaria,Amara apricaria,452359,https://inaturalist-open-data.s3.amazonaws.com/photos/12347809/medium.jpg,CC BY-NC,"(c) Nikolai Vladimirov, some rights reserved (CC BY-NC)",ok,
amara-aulica,Amara aulica,130435,https://inaturalist-open-data.s3.amazonaws.com/photos/100981462/medium.jpg,CC BY-NC,"(c) Kim Falck, some rights reserved (CC BY-NC)",ok,
amara-spec,Amara spec.,130434,https://inaturalist-open-data.s3.amazonaws.com/photos/131244976/medium.jpeg,CC BY-NC,"(c) Dirk Petersmann, some rights reserved (CC BY-NC)",ok,
amblyptilia-acanthadactyla,Amblyptilia acanthadactyla,322803,https://inaturalist-open-data.s3.amazonaws.com/photos/207958273/medium.jpg,CC BY-NC,"(c) Alex R, some rights reserved (CC BY-NC)",ok,
amphipyra-pyramidea,Amphipyra pyramidea,1111562,https://inaturalist-open-data.s3.amazonaws.com/photos/59855854/medium.jpeg,CC BY-NC,"(c) Jakob Fahr, some rights reserved (CC BY-NC)",ok,
anania-crocealis,Anania crocealis,1274223,https://inaturalist-open-data.s3.amazonaws.com/photos/1711817/medium.jpg,CC BY,"(c) Ben Sale, some rights reserved (CC BY)",ok,
