slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
lamium-purpureum,Lamium purpureum,55851,https://inaturalist-open-data.s3.amazonaws.com/photos/355909561/medium.jpeg,cc-by-nc,"(c) Michał Górski, some rights reserved (CC BY-NC)",ok,default photo
laridae-indet,Laridae indet.,4342,https://inaturalist-open-data.s3.amazonaws.com/photos/5906/medium.jpg,cc-by-nc-nd,"(c) Sarah, some rights reserved (CC BY-NC-ND)",ok,family-level default photo
lauritrioza-alacris,Lauritrioza alacris,888158,https://inaturalist-open-data.s3.amazonaws.com/photos/2838147/medium.jpg,cc-by,"(c) Katja Schulz, some rights reserved (CC BY)",ok,default photo
linum-usitatissimum,Linum usitatissimum,51306,https://inaturalist-open-data.s3.amazonaws.com/photos/420040739/medium.jpg,cc0,"uploaded by MadMagpie",ok,default photo
linyphia-hortensis,Linyphia hortensis,466998,https://inaturalist-open-data.s3.amazonaws.com/photos/688660534/medium.jpg,cc-by-nc,"(c) zetjeje60, some rights reserved (CC BY-NC)",ok,alternate from observations (default was all-rights-reserved)
melanoleuca-verrucipes,Melanoleuca verrucipes,415637,https://inaturalist-open-data.s3.amazonaws.com/photos/13122387/medium.jpg,cc-by-sa,"(c) anonymous, some rights reserved (CC BY-SA)",ok,default photo
melanotus-spec,Melanotus spec.,177077,https://inaturalist-open-data.s3.amazonaws.com/photos/978765/medium.jpg,cc-by,"(c) Bill Keim, some rights reserved (CC BY)",ok,genus-level default photo
melica-transsilvanica,Melica transsilvanica,494567,https://inaturalist-open-data.s3.amazonaws.com/photos/80409293/medium.jpeg,cc-by-nc,"(c) Динасафина, some rights reserved (CC BY-NC)",ok,default photo
muscicapa-striata,Muscicapa striata,12971,https://inaturalist-open-data.s3.amazonaws.com/photos/653809112/medium.jpg,cc-by-nc,"(c) jonathanvoo, some rights reserved (CC BY-NC)",ok,alternate from observations (default was all-rights-reserved)
mustelidae-indet,Mustelidae indet.,41770,https://inaturalist-open-data.s3.amazonaws.com/photos/154469560/medium.jpeg,cc-by,"(c) Alexis López Hernández, some rights reserved (CC BY)",ok,family-level default photo
myiopsitta-monachus,Myiopsitta monachus,19349,https://inaturalist-open-data.s3.amazonaws.com/photos/101224790/medium.jpg,cc-by-sa,"(c) Juan Emilio, some rights reserved (CC BY-SA)",ok,default photo
myocastor-coypus,Myocastor coypus,43997,https://inaturalist-open-data.s3.amazonaws.com/photos/136260379/medium.jpeg,cc-by-nc,"(c) Bruno R. Möller, some rights reserved (CC BY-NC)",ok,default photo
myosotis-sylvatica,Myosotis sylvatica,55826,https://inaturalist-open-data.s3.amazonaws.com/photos/363401670/medium.jpeg,cc-by-nc,"(c) Inge Biller, some rights reserved (CC BY-NC)",ok,default photo
oligia-latruncula,Oligia latruncula,428375,https://inaturalist-open-data.s3.amazonaws.com/photos/134860384/medium.jpg,cc-by-nc,"(c) Michał Brzeziński, some rights reserved (CC BY-NC)",ok,default photo
oncopsis-spec,Oncopsis spec.,176542,https://inaturalist-open-data.s3.amazonaws.com/photos/110554694/medium.jpg,cc-by-nc,"(c) Ingrid Kaatz, some rights reserved (CC BY-NC)",ok,alternate from observations (default was all-rights-reserved)
oncorhynchus-mykiss,Oncorhynchus mykiss,47516,https://inaturalist-open-data.s3.amazonaws.com/photos/688659560/medium.jpg,cc-by-nc,"(c) Jonas Bunte, some rights reserved (CC BY-NC)",ok,alternate from observations (default was all-rights-reserved)
onopordum-acanthium-agg,Onopordum acanthium agg.,78259,https://inaturalist-open-data.s3.amazonaws.com/photos/245174206/medium.jpeg,cc-by-nc,"(c) James Bailey, some rights reserved (CC BY-NC)",ok,default photo
onopordum-x-beckianum-o-acanthium-x-o-illyricum,Onopordum x beckianum (O. acanthium x O. illyricum),1494541,https://inaturalist-open-data.s3.amazonaws.com/photos/346090411/medium.jpg,cc-by,"(c) Thomas Gyselinck, some rights reserved (CC BY)",ok,closest iNat match Onopordum x delortii (hybrid not indexed separately)
ophonus-rufibarbis,Ophonus rufibarbis,226506,https://inaturalist-open-data.s3.amazonaws.com/photos/39864170/medium.jpg,cc-by-nc,"(c) Martin Grimm, some rights reserved (CC BY-NC)",ok,default photo
