slug,latin_name,common_name,category,family,genus,observations_count
neolecanium-cornuparvum,Neolecanium cornuparvum / Coccidae,Magnolia scale,insect,Coccidae,Neolecanium,0
qualitative,qualitative,Cytisine-tolerant generalist caterpillars,insect,,,0
roosting-garden-birds-in-winter,Roosting garden birds in winter,Roosting garden birds in winter,bird,,,0
stomaphis-yanonis-aphididae,"Stomaphis yanonis, Aphididae",Giant zelkova aphid,insect,Aphididae,Stomaphis,0
