slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
baccha-elongata,Baccha elongata,125659,https://inaturalist-open-data.s3.amazonaws.com/photos/136904384/medium.jpg,cc-by,"(c) Barry Walter, some rights reserved (CC BY), uploaded by Barry Walter",ok,
bolboschoenus-maritimus,Bolboschoenus maritimus,58345,https://static.inaturalist.org/photos/99364639/medium.jpg,null,"(c) Graham Talaber, all rights reserved, uploaded by Graham Talaber",ok,all_rights_reserved
aesculus-hippocastanum,Aesculus hippocastanum,84298,https://inaturalist-open-data.s3.amazonaws.com/photos/384376971/medium.jpeg,cc-by-nc,"(c) charolais, some rights reserved (CC BY-NC)",ok,
aesculus-parviflora,Aesculus parviflora,158042,https://inaturalist-open-data.s3.amazonaws.com/photos/19700508/medium.jpg,cc-by-nc-nd,"(c) John Trent, some rights reserved (CC BY-NC-ND), uploaded by John Trent",ok,
caryocolum-fischerella,Caryocolum fischerella,324699,https://inaturalist-open-data.s3.amazonaws.com/photos/28831522/medium.jpg,cc-by-nc,"(c) Andrey Ponomarev, some rights reserved (CC BY-NC), uploaded by Andrey Ponomarev",ok,
castor-spec,Castor spec.,43793,https://inaturalist-open-data.s3.amazonaws.com/photos/262862372/medium.jpg,cc-by-nc,"(c) jamesbot, some rights reserved (CC BY-NC)",ok,used_castor_fiber
catapodium-rigidum,Catapodium rigidum,288259,https://inaturalist-open-data.s3.amazonaws.com/photos/522092942/medium.jpg,cc-by-nc,"(c) Michal Ducháček, some rights reserved (CC BY-NC)",ok,
catocala-fraxini,Catocala fraxini,128252,https://inaturalist-open-data.s3.amazonaws.com/photos/87697171/medium.jpg,cc-by-nc,"(c) Martin Grimm, some rights reserved (CC BY-NC), uploaded by Martin Grimm",ok,
celypha-siderana,Celypha siderana,447098,https://inaturalist-open-data.s3.amazonaws.com/photos/164216969/medium.jpg,cc-by-nc,"(c) Andrey Ponomarev, some rights reserved (CC BY-NC), uploaded by Andrey Ponomarev",ok,
clinopodium-vulgare,Clinopodium vulgare,84281,https://inaturalist-open-data.s3.amazonaws.com/photos/229234412/medium.jpg,cc-by-nc,"(c) cometseeker, some rights reserved (CC BY-NC)",ok,
cotoneaster-spec,Cotoneaster spec.,53376,https://inaturalist-open-data.s3.amazonaws.com/photos/87746968/medium.jpeg,cc-by-nc,"(c) Peter Zika, some rights reserved (CC BY-NC), uploaded by Peter Zika",ok,used_genus
cucullia-chamomillae,Cucullia chamomillae,468695,https://inaturalist-open-data.s3.amazonaws.com/photos/140422263/medium.jpeg,cc-by-nc,"(c) Patricia, some rights reserved (CC BY-NC)",ok,larva_on_host
cybister-lateralimarginalis,Cybister lateralimarginalis,465118,https://inaturalist-open-data.s3.amazonaws.com/photos/616767232/medium.jpg,cc-by-nc,"(c) faluke, some rights reserved (CC BY-NC), uploaded by faluke",ok,
cylindroiulus-caeruleocinctus,Cylindroiulus caeruleocinctus,154601,https://inaturalist-open-data.s3.amazonaws.com/photos/6933783/medium.jpeg,cc-by-nc,"(c) Jakob Fahr, some rights reserved (CC BY-NC), uploaded by Jakob Fahr",ok,
cynara-cardunculus,Cynara cardunculus,57563,https://inaturalist-open-data.s3.amazonaws.com/photos/272651068/medium.jpeg,cc-by-nc,"(c) José Antonio Domínguez Llovería, some rights reserved (CC BY-NC), uploaded by José Antonio Domínguez Llovería",ok,
cynara-scolymus,Cynara scolymus,861815,https://inaturalist-open-data.s3.amazonaws.com/photos/521768070/medium.jpg,cc-by,"(c) Nico Hernandez, some rights reserved (CC BY), uploaded by Nico Hernandez",ok,
cynips-divisa,Cynips divisa,127742,https://inaturalist-open-data.s3.amazonaws.com/photos/81566932/medium.jpeg,cc-by-nc,"(c) Anita Sprungk, some rights reserved (CC BY-NC), uploaded by Anita Sprungk",ok,
cyphostethus-tristriatus,Cyphostethus tristriatus,318506,https://inaturalist-open-data.s3.amazonaws.com/photos/116554792/medium.jpeg,cc-by-nc,"(c) Olli Pihlajamaa, some rights reserved (CC BY-NC), uploaded by Olli Pihlajamaa",ok,
daboecia-cantabrica,Daboecia cantabrica,371651,https://inaturalist-open-data.s3.amazonaws.com/photos/1136746/medium.jpg,cc-by-sa,"(c) -Merce-, some rights reserved (CC BY-SA)",ok,
dacrymyces-stillatus,Dacrymyces stillatus,1665526,https://inaturalist-open-data.s3.amazonaws.com/photos/180166447/medium.jpeg,cc-by-nc,"(c) maricel patino, some rights reserved (CC BY-NC)",ok,
dictyna-arundinacea,Dictyna arundinacea,218408,https://inaturalist-open-data.s3.amazonaws.com/photos/55826727/medium.jpg,cc-by-nc,"(c) Vladimir Bryukhov, some rights reserved (CC BY-NC), uploaded by Vladimir Bryukhov",ok,
dicyphus-globulifer,Dicyphus globulifer,622878,https://inaturalist-open-data.s3.amazonaws.com/photos/12554202/medium.jpg,cc-by-nc,"(c) Nikolai Vladimirov, some rights reserved (CC BY-NC), uploaded by Nikolai Vladimirov",ok,
eupithecia-icterata,Eupithecia icterata,325897,https://inaturalist-open-data.s3.amazonaws.com/photos/458215/medium.jpg,cc-by,"(c) Donald Hobern, some rights reserved (CC BY)",ok,
eupithecia-linariata,Eupithecia linariata,1338314,https://inaturalist-open-data.s3.amazonaws.com/photos/230923547/medium.jpeg,cc-by-nc,"(c) Heiner Ziegler, some rights reserved (CC BY-NC), uploaded by Heiner Ziegler",ok,
eupithecia-pulchellata-linariata,Eupithecia pulchellata / linariata,325275,https://inaturalist-open-data.s3.amazonaws.com/photos/35353364/medium.jpeg,cc-by-nc,"(c) richardjaybee, some rights reserved (CC BY-NC), uploaded by richardjaybee",ok,used_pulchellata
ganoderma-resinaceum,Ganoderma resinaceum,1578524,https://inaturalist-open-data.s3.amazonaws.com/photos/401192192/medium.jpeg,cc-by-nc,"(c) Kevin Fox, some rights reserved (CC BY-NC), uploaded by Kevin Fox",ok,
gelis-spec,Gelis spec.,203319,https://inaturalist-open-data.s3.amazonaws.com/photos/140762156/medium.jpg,cc-by-nc,"(c) Sam R, some rights reserved (CC BY-NC)",ok,used_genus
hylaeus-gibbus-gr,Hylaeus gibbus-gr.,1433972,https://inaturalist-open-data.s3.amazonaws.com/photos/204711754/medium.jpg,cc-by-nc,"(c) Jan Grathwohl, some rights reserved (CC BY-NC)",ok,
