slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
columba-palumbus-pica-pica-corvus-cornix,Columba palumbus / Pica pica / Corvus cornix,Columba palumbus / Pica pica / Corvus cornix,species,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,palumbus,"Columba palumbus Linnaeus, 1758",HIGHERRANK,99
columba-palumbus-streptopelia-decaocto,Columba palumbus / Streptopelia decaocto,Columba palumbus / Streptopelia decaocto,species,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,palumbus,"Columba palumbus Linnaeus, 1758",HIGHERRANK,99
corvus,"Corvus, Pica",Corvus,genus,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,"Corvus Linnaeus, 1758",HIGHERRANK,92
corvus-corone,Corvus corone,Corvus corone,species,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corone,"Corvus corone Linnaeus, 1758",EXACT,99
corvus-frugilegus,Corvus frugilegus / C. corone,Corvus frugilegus / C. corone,species,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,frugilegus,"Corvus frugilegus Linnaeus, 1758",HIGHERRANK,99
corythucha-ciliata,"Corythucha ciliata, Tingidae","Corythucha ciliata, Tingidae",species,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,ciliata,"Corythucha ciliata (Say, 1832)",EXACT,99
cosmia-diffinis,"Cosmia diffinis, Noctuidae","Cosmia diffinis, Noctuidae",species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,diffinis,"Cosmia diffinis (Linnaeus, 1767)",EXACT,99
cossus-cossus,"goat moth Cossus cossus, clearwing Synanthedon",Cossus,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Cossus,,"Cossus Fabricius, 1794",EXACT,92
cryptogams,cryptogams,,unmatched,,,,,,,,,,
curculio-elephas,Curculio elephas,Curculio elephas,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio,elephas,"Curculio elephas J.C.Fabricius, 1781",EXACT,98
curculio-glandium,Curculio glandium / C. elephas,Curculio glandium / C. elephas,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio,glandium,"Curculio glandium T.Marsham, 1802",HIGHERRANK,99
curculio-nucum,Curculio nucum,Curculio nucum,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio,nucum,"Curculio nucum C.Linnaeus, 1758",EXACT,97
curculionoidea,Curculionoidea — ~100+ Salix-associated spp. across Europe,,compound,,,,,,,,,,
cyanistes,Cyanistes / Parus,Cyanistes / Parus,genus,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,,"Cyanistes Kaup, 1829",EXACT,94
cyanistes-caeruleus,Cyanistes caeruleus / Parus major,Cyanistes caeruleus / Parus major,species,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,"Cyanistes caeruleus (Linnaeus, 1758)",HIGHERRANK,99
cyanistes-caeruleus-parus-major,Cyanistes caeruleus / Parus major,Cyanistes caeruleus / Parus major,species,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,"Cyanistes caeruleus (Linnaeus, 1758)",HIGHERRANK,99
cyanistes-parus,Cyanistes/Parus / Paridae,Cyanistes/Parus / Paridae,genus,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,,"Cyanistes Kaup, 1829",EXACT,94
cydia-illutana,"Cydia illutana, Zeiraphera","Cydia illutana, Zeiraphera",species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,illutana,"Cydia illutana (Herrich-Schäffer, 1851)",EXACT,99
cydia-pomonella,"Cydia pomonella, Tortricidae","Cydia pomonella, Tortricidae",species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,pomonella,"Cydia pomonella (Linnaeus, 1758)",EXACT,99
cydia-splendana,Cydia splendana,Cydia splendana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,splendana,"Cydia splendana (Hübner, 1796-1799)",EXACT,99
cynipidae,"Cynipidae, ~30+ spp. per tree",,compound,,,,,,,,,,
dasineura-pyri,Dasineura pyri,Dasineura pyri,species,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Dasineura,pyri,"Dasineura pyri (Bouché, 1847)",EXACT,99
dendrocopos-major,Dendrocopos major,Dendrocopos major,species,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,major,"Dendrocopos major (Linnaeus, 1758)",EXACT,99
dendrocopos-major-sitta-europaea,Dendrocopos major / Sitta europaea,Dendrocopos major / Sitta europaea,species,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,major,"Dendrocopos major (Linnaeus, 1758)",HIGHERRANK,99
diaspididae,"Diaspididae, Pseudococcidae","Diaspididae, Pseudococcidae",family,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,,,Diaspididae,EXACT,94
diaspididae-pseudococcidae,"Diaspididae, Pseudococcidae","Diaspididae, Pseudococcidae",family,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,,,Diaspididae,EXACT,94
diprion-pini,"Diprion pini, Neodiprion sertifer, Diprionidae","Diprion pini, Neodiprion sertifer, Diprionidae",species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Diprion,pini,"Diprion pini (Linnaeus, 1758)",HIGHERRANK,99
diptera-hymenoptera-coleoptera,"Diptera, Hymenoptera, Coleoptera","Diptera, Hymenoptera, Coleoptera",order,Animalia,Arthropoda,Insecta,Diptera,,,,Diptera,EXACT,94
dorcus-parallelipipedus,Dorcus parallelipipedus,Dorcus parallelipipedus,species,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Dorcus,parallelipipedus,"Dorcus parallelipipedus (Linnaeus, 1758)",EXACT,99
drepanosiphum-platanoidis,Drepanosiphum platanoidis / Aphididae,Drepanosiphum platanoidis / Aphididae,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Drepanosiphum,platanoidis,"Drepanosiphum platanoidis (Schrank, 1801)",EXACT,99
dryocosmus-kuriphilus,Dryocosmus kuriphilus,Dryocosmus kuriphilus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Dryocosmus,kuriphilus,"Dryocosmus kuriphilus Yasumatsu, 1951",EXACT,99
dysaphis-plantaginea-aphis-pomi,"Dysaphis plantaginea, Aphis pomi / Aphididae","Dysaphis plantaginea, Aphis pomi / Aphididae",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Dysaphis,plantaginea,"Dysaphis plantaginea (Passerini, 1860)",HIGHERRANK,99
dysaphis-pyri,"Dysaphis pyri, D. plantaginea","Dysaphis pyri, D. plantaginea",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Dysaphis,pyri,"Dysaphis pyri (Boyer de Fonscolombe, 1841)",HIGHERRANK,99
dysaphis-sorbi,"Aphidoidea — Dysaphis sorbi, Eriosoma spp.",Eriosoma spp.,genus,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Eriosoma,,"Eriosoma Leach, 1818",HIGHERRANK,92
elasmostethus-interstinctus,Elasmostethus interstinctus / Acanthosomatidae,Elasmostethus interstinctus / Acanthosomatidae,species,Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Elasmostethus,interstinctus,"Elasmostethus interstinctus (Linnaeus, 1758)",EXACT,99
elatobium-abietinum,"Elatobium abietinum, Cinara pilicornis","Elatobium abietinum, Cinara pilicornis",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Elatobium,abietinum,"Elatobium abietinum (Walker, 1849)",HIGHERRANK,99
enarmonia-formosana,"Enarmonia formosana, Argyresthia pruniella","Enarmonia formosana, Argyresthia pruniella",species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Enarmonia,formosana,"Enarmonia formosana (Scopoli, 1763)",HIGHERRANK,99
endromis-versicolora,"Geometridae & Notodontidae, incl. Endromis versicolora",,compound,,,,,,,,,,
eriophyes,Eriophyes spp.,Eriophyes spp.,genus,Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Eriophyes,,"Eriophyes C.Th.von Siebold, 1851",HIGHERRANK,94
eriophyes-tiliae,"Eriophyes tiliae, Eriophyidae","Eriophyes tiliae, Eriophyidae",species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Eriophyes,tiliae,"Eriophyes tiliae (H.A.Pagenstecher, 1857)",EXACT,99
eucallipterus-tiliae,"Eucallipterus tiliae, Aphididae","Eucallipterus tiliae, Aphididae",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Eucallipterus,tiliae,"Eucallipterus tiliae (Linnaeus, 1758)",EXACT,99
euceraphis-betulae,Euceraphis betulae / Aphididae,Euceraphis betulae / Aphididae,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Euceraphis,betulae,"Euceraphis betulae (Koch, 1855)",EXACT,98
fascista-cercerisella,Fascista cercerisella and ~10–19 spp.,,compound,,,,,,,,,,
favonius-quercus,Favonius quercus,Favonius quercus,species,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Quercusia,quercus,"Favonius quercus (Linnaeus, 1758)",EXACT,98
fomitopsis-betulina,Fomitopsis betulina + Mycetophilidae,,compound,,,,,,,,,,
forficula-auricularia,Forficula auricularia,Forficula auricularia,species,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,auricularia,"Forficula auricularia Linnaeus, 1758",EXACT,99
formica,"Formica, Lasius / Formicidae","Formica, Lasius / Formicidae",genus,Animalia,,,,,Formica,,Formica,EXACT,91
formica-rufa,"Formica rufa group, incl. Scottish wood ant F. aquilonia","Formica rufa group, incl. Scottish wood ant F. aquilonia",genus,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,,"Formica Linnaeus, 1758",HIGHERRANK,92
formicidae-e-g-lasius-niger,"Formicidae, e.g. Lasius niger","Formicidae, e.g. Lasius niger",family,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,Formicidae,EXACT,93
frankia-alni,Frankia alni / Frankiaceae,Frankia alni / Frankiaceae,species,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,alni,"Frankia alni (Woronin, 1866) Von Tubeuf, 1895",EXACT,97
fringilla-coelebs,"Fringilla coelebs, Carduelis spp., Sylvia spp.","Fringilla coelebs, Carduelis spp., Sylvia spp.",species,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,coelebs,"Fringilla coelebs Linnaeus, 1758",HIGHERRANK,99
fringilla-coelebs-montifringilla,Fringilla coelebs / montifringilla,Fringilla coelebs / montifringilla,species,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,coelebs,"Fringilla coelebs Linnaeus, 1758",HIGHERRANK,99
garrulus-glandarius,Garrulus glandarius,Garrulus glandarius,species,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,glandarius,"Garrulus glandarius (Linnaeus, 1758)",EXACT,99
geometridae,multiple Geometridae & Noctuidae,,compound,,,,,,,,,,
gilpinia-hercyniae,"Gilpinia hercyniae, Pristiphora abietina, Diprionidae/Tenthredinidae","Gilpinia hercyniae, Pristiphora abietina, Diprionidae/Tenthredinidae",species,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Gilpinia,hercyniae,"Gilpinia hercyniae (Hartig, 1837)",HIGHERRANK,99
glyphodes-pyloalis,Glyphodes pyloalis / Crambidae,Glyphodes pyloalis / Crambidae,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Glyphodes,pyloalis,"Glyphodes pyloalis Walker, 1859",EXACT,99
gracillariidae,"Gracillariidae, Stigmella spp. / Nepticulidae","Gracillariidae, Stigmella spp. / Nepticulidae",family,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,,,Gracillariidae,HIGHERRANK,92
grylloprociphilus-imbricator,"Grylloprociphilus imbricator, Aphididae","Grylloprociphilus imbricator, Aphididae",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Grylloprociphilus,imbricator,"Grylloprociphilus imbricator (Fitch, 1851)",EXACT,99
hammerschmidtia-ferruginea,Hammerschmidtia ferruginea,Hammerschmidtia ferruginea,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Hammerschmidtia,ferruginea,"Hammerschmidtia ferruginea (Fallén, 1817)",EXACT,99
heterarthrus,"Heterarthrus, Fenusa / Tenthredinidae",Tenthredinidae,family,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,Tenthredinidae,EXACT,94
honeybees-flies-aphid-honeydew,,,compound,,,,,,,,,,
honeybees-flies-extrafloral,,,compound,,,,,,,,,,
hylesinus-leperisinus-fraxini,Hylesinus / Leperisinus fraxini,Hylesinus / Leperisinus fraxini,genus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hylesinus,,"Hylesinus J.C.Fabricius, 1802",EXACT,94
illinoia-liriodendri,Illinoia liriodendri / Aphididae,Illinoia liriodendri / Aphididae,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Illinoia,liriodendri,"Illinoia liriodendri (Monell, 1879)",EXACT,99
ips-typographus,"Ips typographus, Scolytinae","Ips typographus, Scolytinae",species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ips,typographus,"Ips typographus (C.Linnaeus, 1758)",EXACT,99
jadera-haematoloma,"Jadera haematoloma, Rhopalidae","Jadera haematoloma, Rhopalidae",species,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Jadera,haematoloma,"Jadera haematoloma (Herrich-Schäffer, 1847)",EXACT,99
laothoe-populi,"Laothoe populi, Sphingidae","Laothoe populi, Sphingidae",species,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Laothoe,populi,"Laothoe populi Linnaeus, 1758",EXACT,84
lasioglossum,"Lasioglossum, Halictus spp.","Lasioglossum, Halictus spp.",genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,"Lasioglossum Curtis, 1833",HIGHERRANK,92
lasius,"Lasius, Formica / Formicidae",Formicidae,family,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,Formicidae,EXACT,94
lasius-niger,Lasius niger and others,,compound,,,,,,,,,,
leaf-mining-flies-micro-moths,,,compound,,,,,,,,,,
lepidoptera,Lepidoptera,Lepidoptera,order,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,EXACT,94
lepidoptera-incl-trichiura-crataegi-lackey-vapourer-light-emerald,"Lepidoptera, incl. Trichiura crataegi, lackey, vapourer, light emerald","Lepidoptera, incl. Trichiura crataegi, lackey, vapourer, light emerald",order,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,EXACT,94
lepidoptera-rare,"Lepidoptera, rare","Lepidoptera, rare",order,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,EXACT,94
lepus,"Lepus, Capreolus",Lepus,genus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,"Lepus Linnaeus, 1758",HIGHERRANK,92
lobarion-graphidion-communities,"Lobarion, Graphidion communities","Lobarion, Graphidion communities",genus,Fungi,,,,,Lobarion,,Lobarion,EXACT,94
lochmaea-crataegi,Lochmaea crataegi,Lochmaea crataegi,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lochmaea,crataegi,"Lochmaea crataegi (Forster, 1771)",EXACT,99
loxia-curvirostra,Loxia curvirostra,Loxia curvirostra,species,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,curvirostra,"Loxia curvirostra Linnaeus, 1758",EXACT,99
lutra-lutra,"Lutra lutra, Arvicola amphibius","Lutra lutra, Arvicola amphibius",species,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,"Lutra lutra (Linnaeus, 1758)",HIGHERRANK,99
lycorma-delicatula,Lycorma delicatula / Fulgoridae,Lycorma delicatula / Fulgoridae,species,Animalia,Arthropoda,Insecta,Hemiptera,Fulgoridae,Lycorma,delicatula,"Lycorma delicatula (White, 1845)",EXACT,99
lymantria-dispar,Lymantria dispar / Erebidae,Lymantria dispar / Erebidae,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,dispar,"Lymantria dispar Linnaeus, 1758",EXACT,99
macroglossum-stellatarum,"Sphingidae, e.g. Macroglossum stellatarum","Sphingidae, e.g. Macroglossum stellatarum",family,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,,,Sphingidae,EXACT,94
macropsis-fumipennis,Macropsis fumipennis,Macropsis fumipennis,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Macropsis,fumipennis,"Macropsis fumipennis (Gillette & Baker, 1895)",EXACT,99
malacosoma-disstria,"Malacosoma disstria, native range only","Malacosoma disstria, native range only",species,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,disstria,Malacosoma disstria Hübner,HIGHERRANK,99
malacosoma-neustria,Malacosoma neustria,Malacosoma neustria,species,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,neustria,"Malacosoma neustria (Linnaeus, 1758)",EXACT,99
martes-martes,Martes martes,Martes martes,species,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,martes,"Martes martes (Linnaeus, 1758)",EXACT,99
megabruchidius-dorsalis,"Megabruchidius dorsalis, Bruchinae","Megabruchidius dorsalis, Bruchinae",species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Megabruchidius,dorsalis,"Megabruchidius dorsalis (Fåhraeus, 1839)",EXACT,99
megachile,Megachile spp.,Megachile spp.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,"Megachile Latreille, 1802",HIGHERRANK,92
megachile-sculpturalis,Megachile sculpturalis,Megachile sculpturalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,sculpturalis,"Megachile sculpturalis Smith, 1853",EXACT,99
meles-meles,Meles meles,Meles meles,species,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,meles,"Meles meles (Linnaeus, 1758)",EXACT,99
mesostigmata,"Mesostigmata, e.g. Trichouropoda, Dendrolaelaps","Mesostigmata, e.g. Trichouropoda, Dendrolaelaps",order,Animalia,Arthropoda,Arachnida,Mesostigmata,,,,Mesostigmata,EXACT,94
mimas-tiliae,"Mimas tiliae, Sphingidae","Mimas tiliae, Sphingidae",species,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Mimas,tiliae,"Mimas tiliae Linnaeus, 1758",EXACT,84
muscardinus-avellanarius,Muscardinus avellanarius,Muscardinus avellanarius,species,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,"Muscardinus avellanarius (Linnaeus, 1758)",EXACT,99
myzocallis-carpini,Myzocallis carpini / Aphididae,Myzocallis carpini / Aphididae,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Myzocallis,carpini,"Myzocallis carpini (Koch, 1855)",EXACT,99
myzus-cerasi,"cherry blackfly, Myzus cerasi",Myzus cerasi,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,cerasi,"Myzus cerasi (Fabricius, 1775)",EXACT,99
nematinae,Nematinae / Pontania gallers,,unmatched,,,,,,,,,,
nematus-tibialis,Nematus tibialis,Nematus tibialis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Nematus,tibialis,"Nematus tibialis Newman, 1837",EXACT,99
neolecanium-cornuparvum,Neolecanium cornuparvum / Coccidae,Neolecanium cornuparvum / Coccidae,species,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Neolecanium,cornuparvum,"Neolecanium cornuparvum (Thro, 1903)",EXACT,97
nyctalus,"Nyctalus, Myotis spp.","Nyctalus, Myotis spp.",genus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,,"Nyctalus Bowditch, 1825",HIGHERRANK,94
nyctalus-noctula,Nyctalus noctula,Nyctalus noctula,species,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,"Nyctalus noctula (Schreber, 1774)",EXACT,99
nymphalis-antiopa,Nymphalis antiopa,Nymphalis antiopa,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,antiopa,"Nymphalis antiopa (Linnaeus, 1758)",EXACT,99
obolodiplosis-robiniae,Obolodiplosis robiniae,Obolodiplosis robiniae,species,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Obolodiplosis,robiniae,"Obolodiplosis robiniae (Haldeman, 1847)",EXACT,99
operophtera-brumata,"Operophtera brumata, Erannis defoliaria / Geometridae","Operophtera brumata, Erannis defoliaria / Geometridae",species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,brumata,"Operophtera brumata (Linnaeus, 1758)",HIGHERRANK,99
operophtera-brumata-etc,"Operophtera brumata, etc. / Geometridae","Operophtera brumata, etc. / Geometridae",species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,brumata,"Operophtera brumata (Linnaeus, 1758)",EXACT,99
opisthograptis-luteolata,"Opisthograptis luteolata, Acronicta psi","Opisthograptis luteolata, Acronicta psi",species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Opisthograptis,luteolata,"Opisthograptis luteolata (Linnaeus, 1758)",HIGHERRANK,97
orthosia,"Noctuidae — Common Quaker, Hebrew Character, etc.","Noctuidae — Common Quaker, Hebrew Character, etc.",family,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,Noctuidae,EXACT,94
osmia,"Osmia, Andrena spp.",Andrena spp.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,,"Andrena Fabricius, 1775",HIGHERRANK,92
pachypsylla,"Pachypsylla spp., incl. P. celtidismamma, P. celtidisvesicula, P. celtidisgemma","Pachypsylla spp., incl. P. celtidismamma, P. celtidisvesicula, P. celtidisgemma",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla,celtidismamma,"Pachypsylla celtidismamma (Riley, 1881)",HIGHERRANK,97
panaphis-juglandis,"Panaphis juglandis, Aphididae","Panaphis juglandis, Aphididae",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Panaphis,juglandis,"Panaphis juglandis (Goeze, 1778)",EXACT,99
paracolopha-morrisoni,"Paracolopha morrisoni, Aphididae","Paracolopha morrisoni, Aphididae",species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Paracolopha,morrisoni,"Paracolopha morrisoni (Baker, 1919)",EXACT,99
parectopa-robiniella,"Parectopa robiniella, Macrosaccus robiniella","Parectopa robiniella, Macrosaccus robiniella",species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Parectopa,robiniella,"Parectopa robiniella Clemens, 1863",HIGHERRANK,99
paridae-aegithalidae,Paridae / Aegithalidae,Paridae / Aegithalidae,family,Animalia,Chordata,Aves,Passeriformes,Paridae,,,Paridae,EXACT,94
parthenolecanium-corni,"Parthenolecanium corni, Coccidae","Parthenolecanium corni, Coccidae",species,Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Parthenolecanium,corni,"Parthenolecanium corni (Bouché, 1844)",EXACT,99
parus-major,Parus major / Cyanistes caeruleus,Parus major / Cyanistes caeruleus,species,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,major,"Parus major Linnaeus, 1758",HIGHERRANK,99
parus-pipistrellus,"Parus, Pipistrellus",Parus,genus,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,,"Parus Linnaeus, 1758",EXACT,92
passer,Passer / Parus,Passer / Parus,phylum,Animalia,Chordata,,,,,,Chordata,HIGHERRANK,92
passer-domesticus,"House Sparrow Passer domesticus, Wood Pigeon Columba palumbus",,unmatched,,,,,,,,,,
passer-domesticus-montanus,Passer domesticus / montanus,Passer domesticus / montanus,species,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,"Passer domesticus (Linnaeus, 1758)",HIGHERRANK,99
pauesia-anatolica,Pauesia anatolica and relatives,,compound,,,,,,,,,,
periparus-ater,Periparus ater,Periparus ater,species,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,ater,"Periparus ater (Linnaeus, 1758)",EXACT,99
phloeosinus-aubei,Phloeosinus aubei / Curculionidae,Phloeosinus aubei / Curculionidae,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hylesinus,aubei,"Phloeosinus aubei (Perris, 1855)",EXACT,98
phloeosinus-metasequoiae,Curculionidae: Scolytinae,Curculionidae: Scolytinae,family,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Curculionidae,EXACT,94
phyllaphis-fagi,Phyllaphis fagi,Phyllaphis fagi,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Phyllaphis,fagi,"Phyllaphis fagi (Linnaeus, 1761)",EXACT,99
phyllobius-intrusus,"Phyllobius intrusus, Curculionidae","Phyllobius intrusus, Curculionidae",species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Parascythopus,intrusus,"Phyllobius intrusus Kôno, 1948",EXACT,83
phyllonorycter,"Lepidoptera, e.g. Phyllonorycter spp.","Lepidoptera, e.g. Phyllonorycter spp.",order,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Lepidoptera,HIGHERRANK,94
phyllonorycter-esperella,Phyllonorycter esperella & similar / Gracillariidae,,compound,,,,,,,,,,
phytomyza-ilicis,"Phytomyza ilicis, Agromyzidae","Phytomyza ilicis, Agromyzidae",genus,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,,"Phytomyza Fallén, 1810",HIGHERRANK,94
phytophthora-lateralis,,,compound,,,,,,,,,,
phytoptus-avellanae-big-bud-mite,"Phytoptus avellanae, big bud mite","Phytoptus avellanae, big bud mite",species,Animalia,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Phytoptus,avellanae,"Phytoptus avellanae Nalepa, 1889",HIGHERRANK,99
pica,Pica / Corvus,Pica / Corvus,phylum,Animalia,Chordata,,,,,,Chordata,HIGHERRANK,92
picidae,"Picidae, Pipistrellus / Vespertilionidae","Picidae, Pipistrellus / Vespertilionidae",family,Animalia,Chordata,Aves,Piciformes,Picidae,,,Picidae,EXACT,94
pipistrellus,"Pipistrellus, Nyctalus / Vespertilionidae",Vespertilionidae,family,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,,,Vespertilionidae,EXACT,94
pipistrellus-pipistrellus,Pipistrellus pipistrellus,Pipistrellus pipistrellus,species,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,"Pipistrellus pipistrellus (Schreber, 1774)",EXACT,99
pipistrellus-pipistrellus-nyctalus-noctula,Pipistrellus pipistrellus / Nyctalus noctula,Pipistrellus pipistrellus / Nyctalus noctula,species,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,"Pipistrellus pipistrellus (Schreber, 1774)",HIGHERRANK,99
pipistrellus-plecotus-auritus,Pipistrellus / Plecotus auritus,Pipistrellus / Plecotus auritus,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
prociphilus-aphis-fabae,"Prociphilus spp., Aphis fabae",Prociphilus spp.,genus,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Prociphilus,,"Prociphilus Koch, 1857",HIGHERRANK,92
pseudococcidae,Pseudococcidae,Pseudococcidae,family,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,,Pseudococcidae,EXACT,94
